435,29
237,18
82,6
698,6
841,30
26,25
642,21
983,29
377,3
391,25
442,6
844,23
480,12
394,26
129,6
71,8
766,4
727,2
678,11
960,27
663,12
547,25
976,21
435,9
149,20
234,6
405,3
689,26
270,17
514,11
397,8
893,1
922,26
192,11
859,14
496,2
266,17
648,13
634,4
183,14
517,30
746,20
450,2
748,8
557,4
32,21
266,6
110,6
910,22
924,5
515,11
196,6
360,14
432,1
250,7
358,2
922,6
531,8
255,15
976,5
233,23
763,11
113,17
419,18
781,3
794,7
553,11
205,28
327,1
790,24
80,24
420,4
313,21
944,9
700,22
859,9
379,18
607,19
199,30
496,22
507,2
667,18
216,17
220,9
167,5
102,5
803,7
168,11
627,5
562,27
32,7
651,4
449,17
565,26
26,9
459,5
297,29
594,22
717,18
487,23
644,8
443,17
624,11
481,28
928,2
325,7
155,2
231,29
203,28
886,15
328,30
420,23
249,23
21,25
293,2
635,11
194,16
827,13
43,1
939,30
147,13
900,20
4,21
400,7
567,16
782,20
332,20
409,25
20,20
721,25
221,27
477,11
828,22
151,23
766,27
983,30
883,12
667,24
572,11
450,25
872,26
627,26
846,1
830,19
798,28
150,18
861,17
962,13
147,7
895,5
476,29
940,18
257,13
247,26
520,28
531,9
709,28
96,1
70,20
581,27
833,4
521,28
923,30
144,23
261,14
749,7
523,4
895,6
451,15
187,24
853,18
563,7
535,1
523,22
55,23
350,10
780,24
839,13
901,4
192,12
103,13
572,19
701,16
787,5
324,5
463,28
802,27
15,4
150,12
289,6
235,19
376,28
475,26
14,10
629,16
294,6
487,21
270,13
572,8
212,23
409,18
613,22
34,15
356,9
310,16
51,27
870,16
164,29
504,3
558,27
393,29
539,1
128,18
726,5
527,30
756,1
525,25
704,28
279,9
863,10
714,13
87,29
72,9
928,7
791,30
945,21
475,20
641,7
577,30
850,3
924,16
201,4
526,30
405,27
216,23
793,14
738,17
81,1
219,7
988,12
67,16
326,8
777,26
366,10
410,21
519,29
565,5
727,5
602,8
45,29
337,17
477,20
567,8
914,21
634,18
304,29
909,20
616,29
28,25
664,17
391,10
283,26
793,1
573,8
701,10
27,12
359,19
150,30
676,28
374,3
415,4
705,24
933,16
991,12
592,26
412,10
19,2
783,25
803,9
871,23
197,23
424,30
95,12
633,4
868,25
976,6
65,9
860,22
642,9
366,11
222,26
920,15
273,12
104,18
218,21
547,18
290,18
114,4
416,24
648,20
305,23
140,5
139,11
893,23
195,10
670,28
915,16
223,2
941,10
417,16
905,24
17,23
533,16
654,28
254,4
189,12
52,27
885,6
780,8
127,8
917,5
892,10
68,1
239,17
863,20
963,6
300,29
33,20
116,9
21,9
221,28
991,27
658,13
958,11
238,25
153,1
999,17
993,26
673,16
564,16
896,8
16,12
295,23
66,4
489,30
449,28
807,9
539,30
848,5
727,25
570,2
846,25
313,29
880,25
595,16
142,16
119,6
112,12
158,11
658,14
861,26
581,15
50,28
115,21
