875,77
746,340
679,208
308,88
780,343
960,236
379,914
937,805
313,139
712,794
26,520
664,286
628,264
393,410
524,999
955,321
375,993
269,381
200,301
951,525
879,843
704,779
301,697
476,973
415,805
126,683
841,267
361,708
680,519
24,279
931,383
532,721
5,86
491,274
372,853
505,814
566,7
224,281
962,342
604,125
809,198
734,635
643,105
194,216
869,310
892,440
499,286
772,115
967,697
553,315
485,712
543,998
702,132
596,142
787,32
246,135
668,338
628,559
1001,247
626,416
674,29
681,188
713,398
674,401
118,890
842,925
931,538
76,162
257,918
210,213
453,17
198,499
680,593
298,446
988,917
682,887
317,759
888,936
900,679
462,295
664,489
532,931
714,269
283,37
171,14
573,809
570,880
327,953
18,843
504,352
710,589
736,915
353,888
245,811
172,701
638,217
681,962
662,252
554,90
810,730
836,996
266,263
890,327
29,368
778,84
458,273
346,718
151,248
836,56
428,368
380,986
448,171
876,55
142,657
320,112
15,154
7,673
765,329
102,548
195,699
887,210
376,810
584,814
307,737
306,160
191,782
595,502
631,37
833,237
895,113
145,497
203,593
77,358
251,320
188,8
246,482
584,962
812,635
979,399
614,573
731,983
967,873
52,679
96,474
746,497
264,707
22,90
923,511
774,433
161,219
369,480
591,354
396,521
285,277
389,330
766,188
144,930
154,679
97,884
707,310
175,842
261,213
974,937
258,490
16,245
149,448
213,383
582,280
783,75
985,758
63,408
505,546
355,170
819,431
584,497
444,337
908,134
29,311
312,992
254,223
381,486
29,215
301,508
230,119
398,230
32,643
322,880
652,52
215,664
158,17
916,529
433,181
94,633
56,967
334,790
277,883
979,964
470,289
3,177
88,654
383,311
783,934
381,591
857,145
564,378
961,882
945,627
721,195
842,207
377,227
74,970
489,175
201,183
733,927
156,887
489,234
128,309
564,254
917,533
160,759
444,260
195,679
338,468
93,321
941,511
272,524
711,189
601,796
760,468
849,992
537,32
519,328
340,422
249,944
744,65
915,514
396,166
202,275
811,877
367,176
964,640
422,989
831,254
368,32
188,979
178,928
202,233
793,106
120,570
501,420
366,658
613,468
313,332
827,321
109,853
634,512
281,949
622,767
56,219
810,846
799,568
22,205
120,968
797,115
591,279
239,112
68,537
913,414
694,285
254,954
337,470
809,177
994,784
361,881
654,309
212,426
133,31
610,804
133,111
742,565
470,794
244,278
209,575
224,865
495,349
409,130
346,423
953,945
648,99
206,340
191,569
543,651
265,400
294,732
52,223
265,290
607,552
278,773
709,477
980,702
326,971
986,674
829,300
822,482
689,860
734,501
160,841
487,886
261,146
918,903
810,573
962,234
145,461
911,461
244,147
527,175
712,212
318,725
507,21
685,167
546,285
144,712
884,587
568,542
915,794
867,88
860,422
128,653
798,595
603,395
895,777
133,383
727,898
848,471
57,949
932,554
760,980
398,612
485,502
55,896
670,353
378,886
919,558
239,496
137,533
825,95
395,992
114,748
187,363
678,257
165,578
785,369
910,153
306,385
830,210
624,419
457,258
57,231
497,240
890,820
259,211
246,594
399,782
349,999
485,904
141,877
225,126
281,191
674,657
163,310
733,472
86,373
963,534
883,61
1000,922
458,918
826,783
773,440
516,201
677,412
857,875
38,152
263,852
789,292
178,480
911,80
847,912
853,236
657,923
184,267
319,116
557,357
893,478
773,737
292,157
683,584
167,979
621,105
370,793
118,298
177,945
52,209
721,857
668,3
266,934
688,191
347,523
113,23
463,375
196,91
425,294
501,709
807,577
519,703
826,752
813,703
836,4
296,653
257,415
754,15
812,873
725,274
63,84
374,900
870,272
637,466
421,68
833,99
105,577
151,702
873,721
120,969
546,233
313,727
850,574
419,453
862,824
546,352
792,992
608,813
739,144
130,646
922,705
695,783
468,619
836,204
966,155
413,1
707,72
740,317
262,359
525,172
431,625
622,990
9,141
179,405
5,620
131,101
194,952
327,633
518,949
573,942
789,618
231,180
890,963
355,953
513,578
440,442
896,545
229,703
498,88
71,753
794,918
925,82
383,543
958,617
565,869
668,454
321,587
621,303
936,516
404,912
625,323
959,540
730,906
821,669
330,485
341,358
49,190
172,55
147,481
73,559
80,869
864,830
669,773
674,808
299,560
122,371
813,796
824,330
923,814
766,226
683,969
120,831
471,473
636,540
781,131
56,110
837,424
756,808
509,736
71,302
245,264
29,140
484,249
244,72
969,834
896,380
674,775
240,394
624,332
960,981
229,474
741,321
167,134
860,443
578,656
540,637
154,492
517,592
289,210
26,381
779,519
350,682
525,69
833,283
722,498
583,885
382,853
367,963
544,696
283,775
68,749
347,982
837,899
722,303
358,361
342,96
748,336
414,873
751,622
195,932
786,128
115,293
789,359
1,556
426,454
824,902
20,135
682,842
243,780
646,524
702,247
79,810
777,193
564,929
383,148
826,429
440,199
819,427
136,640
381,747
950,501
768,82
562,535
707,487
360,279
290,560
108,697
127,712
742,699
725,167
684,532
850,623
696,590
325,174
311,260
877,124
600,72
204,880
572,880
180,598
400,987
783,775
854,700
574,246
245,254
437,424
816,635
397,497
479,408
7,757
647,346
712,539
811,801
976,539
853,638
667,196
151,54
342,550
621,953
208,17
853,106
284,73
527,721
344,885
893,937
32,819
71,965
790,729
980,812
555,876
21,82
146,671
613,604
517,870
476,833
224,328
620,235
350,347
526,148
641,365
58,359
131,42
843,639
664,537
5,486
34,7
320,502
719,132
105,477
485,423
950,597
482,806
577,894
138,899
155,335
282,840
267,599
218,939
781,461
155,398
688,354
110,686
69,115
440,220
674,895
179,430
338,156
709,899
985,323
906,467
183,884
796,775
379,633
957,961
146,22
332,859
408,173
339,119
606,458
147,200
135,162
842,38
433,766
301,42
355,532
135,177
806,801
483,673
653,823
990,841
476,492
704,581
16,87
621,72
195,680
149,752
40,671
931,550
769,745
747,246
879,872
657,800
457,717
