711,31
896,875
263,817
716,226
894,360
165,585
440,496
410,43
750,302
279,482
22,170
211,146
786,249
363,111
493,870
227,847
964,115
802,755
688,20
204,313
859,934
250,833
21,901
185,629
948,317
100,981
453,650
632,74
320,375
554,831
361,765
687,357
531,125
192,250
626,290
160,600
376,1
105,549
521,906
144,582
406,948
602,937
658,319
864,950
729,959
375,428
161,168
190,99
685,722
295,255
526,103
99,691
565,495
890,749
467,359
854,384
82,210
142,599
803,159
334,537
417,794
98,112
857,262
247,319
177,78
695,303
197,214
787,614
484,574
854,482
610,359
460,309
981,106
858,20
228,34
995,376
418,161
869,231
751,348
831,558
684,107
836,790
108,498
883,392
134,273
744,535
372,122
631,374
599,968
424,218
558,510
20,868
104,936
673,84
885,164
632,384
937,532
44,890
198,499
433,632
624,748
444,752
73,619
962,501
718,748
583,338
636,585
36,858
742,740
769,269
37,348
516,729
213,523
762,875
702,324
473,423
74,458
636,709
797,7
346,987
518,628
720,294
742,151
572,685
769,777
42,903
795,920
988,671
839,841
499,359
401,633
625,197
280,596
102,121
121,305
851,876
35,227
333,850
886,169
489,676
589,656
220,597
35,291
896,265
506,90
460,369
610,137
309,607
611,649
883,851
271,664
369,616
892,783
443,659
751,343
868,264
271,653
456,925
67,800
154,510
628,420
985,23
18,533
575,935
273,974
452,555
723,181
78,81
823,304
975,149
366,757
994,465
431,899
102,534
726,199
203,615
76,120
132,147
127,199
558,356
168,853
768,395
648,746
331,185
127,160
3,307
579,960
806,827
288,13
845,151
60,462
690,77
654,831
607,208
324,175
268,649
25,678
753,878
94,337
576,251
354,309
479,210
883,424
1,722
486,703
604,205
440,833
116,796
609,379
803,547
218,482
290,555
633,690
659,907
547,377
955,550
66,406
416,446
238,373
186,710
312,677
220,337
407,568
374,329
919,20
668,441
907,218
461,672
259,390
546,410
219,968
707,356
814,353
139,603
743,326
889,152
340,701
915,572
400,469
363,239
210,216
697,698
859,881
708,237
458,629
706,335
9,394
390,5
470,978
312,600
756,988
737,474
799,611
88,849
285,68
633,545
757,79
800,189
639,382
120,885
443,402
347,535
786,629
665,605
397,636
104,180
247,397
613,480
773,712
714,441
715,259
229,93
858,752
675,551
606,491
972,326
257,608
293,692
854,880
997,724
685,162
426,76
73,94
529,133
351,287
953,679
447,1000
181,992
329,127
883,730
121,891
575,316
343,732
51,119
909,160
1001,397
769,475
754,507
793,832
729,601
503,860
70,43
663,352
924,193
875,434
623,442
539,990
125,354
187,994
343,818
880,182
42,467
473,997
271,842
643,42
895,601
699,327
801,615
804,481
725,925
417,663
642,275
254,962
117,219
571,453
50,232
788,523
916,124
242,925
719,992
48,664
982,875
758,558
605,129
359,683
352,930
338,344
37,239
770,124
279,951
17,493
826,776
641,252
915,319
260,543
496,280
469,684
36,201
294,287
167,923
997,607
575,974
155,753
746,399
401,124
840,947
335,695
817,382
619,983
291,971
364,995
982,21
779,96
13,411
715,660
28,519
817,447
113,247
112,725
391,120
430,624
690,620
817,978
732,417
271,857
39,439
585,739
420,658
93,387
885,925
312,329
728,897
975,553
134,408
555,976
225,865
378,977
731,6
639,219
598,772
658,321
217,946
751,525
104,680
753,171
837,306
103,126
440,151
30,785
387,558
769,386
786,292
716,806
256,370
511,713
984,411
46,712
528,524
950,149
906,935
890,736
563,827
244,898
235,674
940,371
591,775
795,257
641,272
328,793
178,74
860,281
944,56
725,684
7,951
265,300
704,484
968,83
510,642
903,528
764,919
908,806
990,716
215,390
686,150
991,40
886,647
502,921
360,467
963,959
423,486
211,64
215,261
139,151
794,138
571,783
346,714
791,922
462,560
275,166
616,902
673,126
916,119
345,129
815,712
651,706
560,457
34,924
686,431
183,794
163,433
615,976
113,688
955,245
765,348
540,659
39,465
273,859
85,789
697,894
419,114
635,746
592,482
643,155
836,28
247,977
730,975
989,508
985,587
401,867
311,806
444,207
394,669
884,342
671,381
135,600
881,692
894,616
622,10
576,294
820,870
76,390
634,387
512,162
554,244
253,716
226,496
668,867
293,249
